Time,X,Y,Z,Surge,Sway,Heave,Roll,Pitch,Yaw,Sea surface Z,ACCx,ACCy,ACCz,PQRx,PQRy,PQRz,x velocity,y velocity,z velocity,x angular velocity,y angular velocity,z angular velocity
1.3,0.203153402,0.441800416,-0.636867344,0.203153402,0.441800416,-0.236867353,0.303669197,0.139407936,-0.630244073,-0.258519581,0.124793206,-0.29618146,-0.343194369,0.006456699,-0.003449132,-0.008704722,-0.052884139,-0.05755606,-0.296539817,-0.005114076,-5.23E-04,-0.007218799
1.4,0.19832316,0.434770972,-0.668292522,0.19832316,0.434770972,-0.268292546,0.276409752,0.135664246,-0.67395659,-0.295117081,0.117493718,-0.301106176,-0.352888608,0.009288222,-0.003202007,-0.006959535,-0.040720131,-0.087378,-0.331632007,-0.004317346,-8.56E-04,-0.008003819
1.5,0.1946228,0.424741358,-0.703237593,0.1946228,0.424741358,-0.303237587,0.254407391,0.130086822,-0.721655163,-0.333061713,0.10837024,-0.297150162,-0.33121434,0.010890069,-0.002928026,-0.005040657,-0.029362743,-0.117263488,-0.366134994,-0.003297557,-0.00116296,-0.008604908
1.6,0.191960081,0.411749393,-0.741484761,0.191960081,0.411749393,-0.341484785,0.238579575,0.122829226,-0.772243119,-0.371905506,0.097656441,-0.283912161,-0.278966956,0.01115855,-0.002637686,-0.003037781,-0.01898266,-0.146310564,-0.396920802,-0.002183923,-0.001441343,-0.00900915
1.7,0.19022879,0.395924598,-0.782512963,0.19022879,0.395924598,-0.382512957,0.229085852,0.114056689,-0.824576455,-0.411105638,0.085625533,-0.261676041,-0.199726714,0.010119246,-0.00233936,-0.001041249,-0.009726898,-0.173608063,-0.421082418,-0.00110958,-0.001690233,-0.009212683
1.8,0.189311415,0.377485812,-0.825532973,0.189311415,0.377485812,-0.425532997,0.225341975,0.103940305,-0.877515064,-0.450062327,0.072584395,-0.2313983,-0.099540403,0.00792281,-0.002039356,8.64E-04,-0.00171485,-0.198301124,-0.436200211,-1.99E-04,-0.001909161,-0.009220441
1.9,0.189082175,0.356731564,-0.869547963,0.189082175,0.356731564,-0.469547987,0.226105222,0.092652156,-0.929970596,-0.488165621,0.058864958,-0.194642497,0.013626249,0.004828894,-0.001742166,0.002606437,0.004965107,-0.219654219,-0.440564262,4.45E-04,-0.0020982,-0.009045268
2,0.189409912,0.334024757,-0.913432121,0.189409912,0.334024757,-0.513432145,0.229621595,0.080361745,-0.980947713,-0.524845876,0.044812762,-0.1534625,0.130613885,0.001179844,-0.001450758,0.004128092,0.010258092,-0.237107363,-0.433331624,7.48E-04,-0.002257789,-0.008706519
2.1,0.190161228,0.309772372,-0.956021667,0.190161228,0.309772372,-0.55602169,0.233820454,0.067233834,-1.029576205,-0.559621429,0.030773342,-0.110240777,0.241903811,-0.002633294,-0.001166832,0.005392047,0.014143959,-0.250320291,-0.41460399,6.75E-04,-0.002388602,-0.008228264
2.2,0.191203371,0.284401953,-0.996209383,0.191203371,0.284401953,-0.596209407,0.236536601,0.053427441,-1.075132073,-0.592136767,0.01707721,-0.067492858,0.338482571,-0.006209165,-8.91E-04,0.006381508,0.016636997,-0.259199734,-0.38541895,2.30E-04,-0.002491426,-0.007637282
2.3,0.192406967,0.2583372,-1.033034086,0.192406967,0.2583372,-0.63303405,0.23573859,0.039096049,-1.117046916,-0.622185727,0.004024797,-0.027654575,0.412656232,-0.00917518,-6.23E-04,0.007099771,0.017783952,-0.263906011,-0.347655992,-5.46E-04,-0.002567059,-0.006961022
2.4,0.193648577,0.231974006,-1.065756917,0.193648577,0.231974006,-0.665756881,0.229740456,0.024388586,-1.154906548,-0.649716656,-0.008127264,0.007126442,0.458739139,-0.011223556,-3.61E-04,0.007568084,0.017660416,-0.264837046,-0.303867027,-0.001574607,-0.002616221,-0.006225676
2.5,0.19481276,0.205659807,-1.093918204,0.19481276,0.205659807,-0.693918228,0.21737708,0.009450978,-1.188438722,-0.674819501,-0.019177186,0.035172369,0.473555025,-0.012140858,-1.05E-04,0.007822126,0.016365767,-0.262590489,-0.257047145,-0.002752851,-0.002639482,-0.005454558
2.6,0.195793837,0.179676831,-1.117369175,0.195793837,0.179676831,-0.717369199,0.198125445,-0.005572113,-1.217493279,-0.697697715,-0.028985347,0.055408793,0.456706323,-0.011828263,1.50E-04,0.007907515,0.014017048,-0.257907882,-0.210367506,-0.003961643,-0.002637218,-0.004666878
2.7,0.196497113,0.154231429,-1.136275887,0.196497113,0.154231429,-0.736275852,0.172161121,-0.020535681,-1.242016753,-0.718629981,-0.037477292,0.067435201,0.410589062,-0.010310601,4.03E-04,0.00787478,0.010742284,-0.251607146,-0.166894583,-0.005078199,-0.002609605,-0.003876993
2.8,0.196839571,0.129449412,-1.151095152,0.196839571,0.129449412,-0.751095116,0.140344272,-0.035293162,-1.262023231,-0.737927728,-0.044642365,0.071525738,0.340154153,-0.007733384,6.57E-04,0.007774324,0.006673705,-0.244511038,-0.129321376,-0.005988325,-0.00255665,-0.003094174
2.9,0.196750164,0.105378091,-1.162525892,0.196750164,0.105378091,-0.762525856,0.104137073,-0.049695869,-1.277566927,-0.755894143,-0.050528376,0.068563311,0.252439031,-0.004348119,9.11E-04,0.007651838,0.001941431,-0.237379899,-0.099734742,-0.00659785,-0.002478273,-0.002322853
3,0.19616951,0.081994109,-1.171438813,0.19616951,0.081994109,-0.771438777,0.065460913,-0.063593217,-1.288715397,-0.772789281,-0.055233075,0.05991856,0.155912954,-4.87E-04,0.001165846,0.007544599,-0.003332047,-0.230855355,-0.079439221,-0.006842046,-0.002374417,-0.001563286
3.1,0.195049196,0.05921638,-1.178792238,0.195049196,0.05921638,-0.778792202,0.026507377,-0.076833732,-1.295529151,-0.788804276,-0.058893397,0.047291518,0.059697412,0.003467984,0.001418413,0.007478944,-0.00903628,-0.225420103,-0.068853114,-0.006692159,-0.002245174,-8.13E-04
3.2,0.193350703,0.0369226,-1.185541511,0.193350703,0.0369226,-0.785541475,-0.010478101,-0.089266944,-1.298046076,-0.804046123,-0.061673511,0.032535735,-0.027267132,0.007126202,0.0016654,0.00746913,-0.015076038,-0.221375733,-0.067485469,-0.006158384,-0.002090919,-6.56E-05
3.3,0.191044018,0.014967677,-1.192550063,0.191044018,0.014967677,-0.792550027,-0.043418886,-0.100745957,-1.296273641,-0.81853316,-0.063752541,0.017483967,-0.097030795,0.01012308,0.001902279,0.007517594,-0.021373236,-0.218838682,-0.073995659,-0.005289034,-0.00191243,6.83E-04
3.4,0.188106045,-0.006797702,-1.200510502,0.188106045,-0.006797702,-0.800510466,-0.070614057,-0.111130553,-1.290186449,-0.832200481,-0.065312666,0.003790847,-0.143345513,0.012157732,0.002123718,0.007616509,-0.027867656,-0.21775204,-0.086329382,-0.004165947,-0.001710978,0.001439587
3.5,0.184519008,-0.028510025,-1.209882736,0.184519008,-0.028510025,-0.8098827,-0.090909364,-0.120290677,-1.279731137,-0.844913825,-0.066528189,-0.007196303,-0.162212098,0.013022213,0.002323883,0.007750393,-0.034516588,-0.217910659,-0.101918064,-0.002896621,-0.001488395,0.002207719
3.6,0.180268764,-0.050278977,-1.220854163,0.180268764,-0.050278977,-0.820854127,-0.103815354,-0.12811003,-1.264833961,-0.856489986,-0.067555814,-0.014531533,-0.15221276,0.012622164,0.002496733,0.007899403,-0.04129353,-0.21899581,-0.117922552,-0.001603794,-0.001247112,0.002990171
3.7,0.17534335,-0.072177596,-1.233325839,0.17534335,-0.072177596,-0.833325863,-0.109560883,-0.134489626,-1.245412531,-0.86672136,-0.068526486,-0.017725038,-0.114599172,0.010986451,0.002636301,0.008042901,-0.048186091,-0.220616449,-0.131498063,-4.14E-04,-9.90E-04,0.003787413
3.8,0.169731587,-0.094237246,-1.246924877,0.169731587,-0.094237246,-0.846924841,-0.109076654,-0.139350947,-1.221386487,-0.875401789,-0.069538915,-0.016756327,-0.053129722,0.008264916,0.002736959,0.008162861,-0.055193207,-0.222353729,-0.140055161,5.57E-04,-7.21E-04,0.00459796
3.9,0.163422242,-0.116447479,-1.261041522,0.163422242,-0.116447479,-0.861041486,-0.103909969,-0.142638776,-1.19268838,-0.88235062,-0.070654822,-0.012044805,0.026325915,0.00471438,0.002793694,0.008246688,-0.062321863,-0.223805649,-0.141492435,0.001211744,-4.44E-04,0.005418772
4,0.156403244,-0.138760477,-1.274887562,0.156403244,-0.138760477,-0.874887526,-0.096078704,-0.144323351,-1.159270399,-0.887431863,-0.071896165,-0.004378662,0.116374887,6.74E-04,0.002802385,0.008289126,-0.069583423,-0.22462802,-0.134379179,0.001483683,-1.64E-04,0.006245909
4.1,0.148661599,-0.161099121,-1.287569642,0.148661599,-0.161099121,-0.887569606,-0.087878361,-0.144401885,-1.121107891,-0.89056579,-0.073244298,0.005193992,0.208823065,-0.003465658,0.002760085,0.00829303,-0.076989738,-0.224567896,-0.118071794,0.00134326,1.15E-04,0.007075305
4.2,0.140183449,-0.18336761,-1.298170209,0.140183449,-0.18336761,-0.898170233,-0.081660601,-0.14289943,-1.078197334,-0.891731225,-0.074641191,0.015503467,0.295460129,-0.007302917,0.002665267,0.008268912,-0.084549182,-0.223485541,-0.09275373,8.01E-04,3.86E-04,0.007903574
4.3,0.130954698,-0.205463052,-1.305829406,0.130954698,-0.205463052,-0.90582943,-0.079604501,-0.139868974,-1.030551749,-0.890958092,-0.075992612,0.025413023,0.368831911,-0.010460718,0.002518014,0.008233312,-0.092262865,-0.221361622,-0.059396992,-9.46E-05,6.46E-04,0.008728701
4.4,0.120961972,-0.227286592,-1.309818745,0.120961972,-0.227286592,-0.909818709,-0.083502458,-0.135390851,-0.978190451,-0.88831127,-0.077173293,0.033972105,0.422926486,-0.012624411,0.002320113,0.008206181,-0.100121147,-0.218287706,-0.01965013,-0.001258232,8.88E-04,0.009550518
4.5,0.110193819,-0.248752624,-1.309600592,0.110193819,-0.248752624,-0.909600556,-0.094581485,-0.12957157,-0.921128703,-0.883868154,-0.078033832,0.040548611,0.453710169,-0.013571911,0.002075062,0.008207598,-0.108100677,-0.214440682,0.024335082,-0.002578819,0.001108297,0.010370892
4.6,0.098642237,-0.269794852,-1.304868698,0.098642237,-0.269794852,-0.904868722,-0.113377045,-0.122541985,-0.859365757,-0.877693325,-0.078409115,0.044921723,0.459464525,-0.013195339,0.001787992,0.008254182,-0.116162196,-0.21004401,0.070120498,-0.003928338,0.001301774,0.011193551
4.7,0.086304262,-0.290368587,-1.295565248,0.086304262,-0.290368587,-0.895565212,-0.139671899,-0.114454841,-0.792875946,-0.869814095,-0.078127811,0.047321409,0.440894992,-0.01151176,0.001465546,0.008355642,-0.124249205,-0.20532081,0.11522053,-0.005174181,0.001464715,0.012023569
4.8,0.073183686,-0.310448647,-1.281873345,0.073183686,-0.310448647,-0.881873369,-0.172505806,-0.10548182,-0.721602602,-0.860200562,-0.077022503,0.048408293,0.401003725,-0.008661965,0.001115738,0.008511891,-0.132287676,-0.200445785,0.157339729,-0.006191692,0.00159397,0.012866519
4.9,0.059292629,-0.33002311,-1.264188051,0.059292629,-0.33002311,-0.864188075,-0.210255714,-0.095809992,-0.645457946,-0.848753166,-0.074939914,0.049196282,0.344741094,-0.004897397,7.48E-04,0.008711071,-0.140186733,-0.195502851,0.194586221,-0.006875984,0.001687257,0.013727392
5,0.044653073,-0.349083811,-1.243066788,0.044653073,-0.349083811,-0.843066812,-0.25077864,-0.085637706,-0.564329706,-0.835299791,-0.071750517,0.050928732,0.278471083,-5.56E-04,3.72E-04,0.008928805,-0.147840531,-0.190454458,0.225640375,-0.007151897,0.001743273,0.014609365
5.1,0.029298019,-0.36761418,-1.219166636,0.029298019,-0.36761418,-0.819166601,-0.291604148,-0.075169927,-0.478094779,-0.819603413,-0.067357223,0.054924801,0.209303822,0.003967626,-1.24E-07,0.009128819,-0.155130907,-0.185127083,0.249862979,-0.006981149,0.001761795,0.015512574
5.2,0.013272381,-0.385576159,-1.193173528,0.013272381,-0.385576159,-0.793173492,-0.330157791,-0.064613063,-0.386639907,-0.801380179,-0.0617026,0.062415402,0.144360628,0.008264061,-3.57E-04,0.009264976,-0.161931038,-0.179214235,0.267332578,-0.006365984,0.001743758,0.016433008
5.3,-0.003366595,-0.402897775,-1.165732265,-0.003366595,-0.402897775,-0.765732288,-0.363994761,-0.05416925,-0.289887716,-0.780326729,-0.05477462,0.074387531,0.090043966,0.011943724,-6.87E-04,0.0092846,-0.168109578,-0.172296618,0.278808745,-0.005348962,0.001691297,0.017361687
5.4,-0.020549385,-0.41946274,-1.137382746,-0.020549385,-0.41946274,-0.73738277,-0.3910211,-0.044030308,-0.187827174,-0.756154511,-0.046610871,0.091452511,0.051384728,0.014676185,-9.77E-04,0.009132851,-0.173535334,-0.163876538,0.285625965,-0.004008914,0.001607741,0.018284213
5.5,-0.038194776,-0.435103685,-1.108510256,-0.038194776,-0.435103685,-0.70851028,-0.40968147,-0.034371416,-0.080544879,-0.728627832,-0.03730149,0.113749335,0.031531715,0.016221233,-0.001217596,0.008757785,-0.178082227,-0.153422973,0.289528615,-0.002453433,0.001497551,0.019180804
5.6,-0.056211021,-0.44960022,-1.079314351,-0.056211021,-0.44960022,-0.679314315,-0.419095925,-0.025344751,0.031744982,-0.697601572,-0.026991013,0.140889811,0.031434544,0.016451761,-0.001399045,0.00811565,-0.181634625,-0.14042293,0.292464427,-8.09E-04,0.001366194,0.020026851
5.7,-0.074497536,-0.462682277,-1.049798965,-0.074497536,-0.462682277,-0.649798989,-0.41913213,-0.017073369,0.148675489,-0.663053984,-0.015879129,0.171948888,0.04975188,0.015365832,-0.001514359,0.00717595,-0.184092738,-0.124434758,0.296357867,7.93E-04,0.001219949,0.020793995
5.8,-0.092947133,-0.474039495,-1.019786239,-0.092947133,-0.474039495,-0.619786263,-0.410406537,-0.009645626,0.269709416,-0.625110149,-0.004220124,0.205500911,0.082994312,0.01308674,-0.001559029,0.005925753,-0.185378346,-0.105139481,0.302886639,0.002224642,0.00106568,0.021451669
5.9,-0.11144869,-0.483335376,-0.988950253,-0.11144869,-0.483335376,-0.588950276,-0.39421432,-0.003110504,0.394131824,-0.584052444,0.007679685,0.23970115,0.12588742,0.009851029,-0.001531249,0.004372826,-0.185440572,-0.082386065,0.313284089,0.003378256,9.11E-04,0.02196903
6,-0.129890278,-0.490226388,-0.956869185,-0.129890278,-0.490226388,-0.556869209,-0.37239488,0.002525771,0.521054588,-0.540315974,0.019467483,0.272409168,0.17191846,0.005985606,-0.001431882,0.002547211,-0.184261564,-0.056226778,0.328188293,0.004173791,7.62E-04,0.022317119
6.1,-0.148162514,-0.494383693,-0.923089921,-0.148162514,-0.494383693,-0.523089945,-0.347146045,0.007301491,0.64943365,-0.494469015,0.030753528,0.301348145,0.214011755,0.00187611,-0.001264305,5.01E-04,-0.181861688,-0.026938781,0.347552861,0.004567218,6.26E-04,0.022471096
6.2,-0.166162059,-0.49551639,-0.887197912,-0.166162059,-0.49551639,-0.487197906,-0.320804567,0.011299261,0.778098939,-0.4471807,0.041125703,0.324289823,0.245265238,-0.002070446,-0.001034236,-0.001693795,-0.178303809,0.004971397,0.370628872,0.004554465,5.11E-04,0.022412349
6.3,-0.183795214,-0.493393958,-0.848885536,-0.183795214,-0.493393958,-0.44888556,-0.29561491,0.01464363,0.905795889,-0.399180033,0.050169325,0.339249795,0.259675235,-0.005465192,-7.50E-04,-0.003949184,-0.173695634,0.038782852,0.396020021,0.004171585,4.21E-04,0.022130305
6.4,-0.200981274,-0.487866193,-0.808011949,-0.200981274,-0.487866193,-0.408011943,-0.273507908,0.017496408,1.031235408,-0.351211332,0.057491774,0.344674839,0.25277792,-0.007975302,-4.21E-04,-0.006166749,-0.168189828,0.07359542,0.421805672,0.003491014,3.63E-04,0.021623768
6.5,-0.21765554,-0.478878707,-0.764647067,-0.21765554,-0.478878707,-0.364647061,-0.2559115,0.020049698,1.153150443,-0.303991262,0.062750328,0.339600923,0.222144967,-0.009356619,-6.03E-05,-0.00824437,-0.161980845,0.108383188,0.445720332,0.002614278,3.38E-04,0.020901624
6.6,-0.233771905,-0.46648246,-0.719096065,-0.233771905,-0.46648246,-0.319096059,-0.243612037,0.022516811,1.270354141,-0.25817171,0.065680798,0.323762932,0.167684609,-0.009477871,3.16E-04,-0.010083617,-0.15529842,0.142062252,0.465372358,0.001661834,3.51E-04,0.019982852
6.7,-0.249304712,-0.45083642,-0.671900272,-0.249304712,-0.45083642,-0.271900296,-0.236679528,0.025121389,1.381795614,-0.214311235,0.066123831,0.297641429,0.091718307,-0.008334109,6.92E-04,-0.011597191,-0.148397623,0.173566352,0.478481439,7.61E-04,4.02E-04,0.018895777
6.8,-0.264249742,-0.432202786,-0.623814106,-0.264249742,-0.432202786,-0.2238141,-0.234465,0.028085221,1.486609989,-0.172856137,0.064045655,0.262439413,-0.001175871,-0.006048014,0.00104522,-0.01271577,-0.141545919,0.201922744,0.483111879,3.32E-05,4.89E-04,0.017676607
6.9,-0.278624386,-0.410935223,-0.57575947,-0.278624386,-0.410935223,-0.175759494,-0.235670235,0.031615372,1.584157471,-0.134130681,0.059550464,0.21999141,-0.104540719,-0.002858905,0.001355867,-0.01339363,-0.13500812,0.226320543,0.477879684,-4.18E-04,6.09E-04,0.016367344
7,-0.292466581,-0.387460709,-0.528761923,-0.292466581,-0.387460709,-0.128761917,-0.238484086,0.035891323,1.674049697,-0.098335064,0.052882578,0.172615219,-0.210604858,9.00E-04,0.001602131,-0.013612544,-0.129030685,0.246164949,0.462113192,-5.20E-04,7.58E-04,0.015013212
7.1,-0.305832982,-0.36225611,-0.483873129,-0.305832982,-0.36225611,-0.083873138,-0.240771986,0.041052949,1.75615999,-0.065549307,0.044417882,0.122923536,-0.31098417,0.004831268,0.001764252,-0.01338354,-0.12382636,0.261112624,0.435950989,-2.33E-04,9.27E-04,0.013659799
7.2,-0.31879589,-0.335822046,-0.442088008,-0.31879589,-0.335822046,-0.042088013,-0.24030145,0.04719004,1.83061727,-0.035741402,0.034645319,0.073615351,-0.397455262,0.008515057,0.001825992,-0.012746371,-0.119560773,0.271086269,0.400366428,4.38E-04,0.001107204,0.012350139
7.3,-0.331439406,-0.308655381,-0.404263049,-0.331439406,-0.308655381,-0.004263052,-0.234981266,0.054334222,1.897784069,-0.008778536,0.024140397,0.027266963,-0.462728176,0.011545947,0.001776357,-0.011766677,-0.116341963,0.276268412,0.35711471,0.001448525,0.001288279,0.011121966
7.4,-0.343854547,-0.28122282,-0.371044219,-0.343854547,-0.28122282,0.028955769,-0.223091747,0.062453769,1.958218223,0.015559212,0.013533434,-0.013860177,-0.501144925,0.013574444,0.001610937,-0.010531098,-0.114213538,0.277076792,0.308606099,0.00271414,0.001458608,0.010005349
7.5,-0.356134176,-0.253937811,-0.342811078,-0.356134176,-0.253937811,0.057188913,-0.203483155,0.071451903,2.012624949,0.037562831,0.003475362,-0.047981602,-0.509235007,0.014341285,0.001332623,-0.00914074,-0.113151625,0.274124384,0.257714955,0.004121228,0.001606695,0.009020913
7.6,-0.368367136,-0.227142379,-0.319642484,-0.368367136,-0.227142379,0.080357514,-0.175723038,0.081168814,2.061797615,0.057575894,-0.005396352,-0.073912322,-0.486073251,0.01370389,9.52E-04,-0.007703553,-0.113065745,0.268167074,0.207542361,0.00553544,0.001721702,0.008178761
7.7,-0.38063246,-0.201095253,-0.301307589,-0.38063246,-0.201095253,0.098692395,-0.140177093,0.091387424,2.106557766,0.075973694,-0.012489744,-0.091142875,-0.433402139,0.01165201,4.85E-04,-0.006326252,-0.113802927,0.260043519,0.161153331,0.006814704,0.001794155,0.007478196
7.8,-0.392993897,-0.175967187,-0.287283212,-0.392993897,-0.175967187,0.112716779,-0.098014895,0.10184275,2.147691726,0.093140429,-0.017287211,-0.099863833,-0.355504621,0.008310997,-4.53E-05,-0.005106441,-0.115154756,0.250610034,0.121313482,0.00782273,0.001816555,0.006908243
7.9,-0.40549469,-0.151843429,-0.276796162,-0.40549469,-0.151843429,0.123203821,-0.051138617,0.112234389,2.185896816,0.109445516,-0.01937062,-0.100934973,-0.258837944,0.003932285,-6.12E-04,-0.004125573,-0.116866756,0.240674512,0.090250027,0.008442196,0.001783862,0.006448918
8,-0.418153137,-0.128733024,-0.268887281,-0.418153137,-0.128733024,0.131112725,-0.002040051,0.12224151,2.221732684,0.125220674,-0.018442438,-0.095797705,-0.151461446,-0.001128113,-0.001187417,-0.003443263,-0.11864967,0.23093463,0.069460063,0.008586382,0.001693816,0.006073148
8.1,-0.430959404,-0.106583633,-0.262491077,-0.430959404,-0.106583633,0.137508929,0.046401681,0.131539425,2.255588011,0.140739803,-0.01434264,-0.086333003,-0.042313543,-0.006441141,-0.00174073,-0.003093393,-0.120192228,0.22192499,0.059584103,0.008208114,0.001547104,0.005749154
8.2,-0.443873435,-0.085300446,-0.256524414,-0.443873435,-0.085300446,0.143475577,0.091163982,0.139816867,2.287661085,0.15620371,-0.00706088,-0.074672839,0.059593968,-0.011543396,-0.002243191,-0.003082271,-0.121175195,0.213979211,0.060357169,0.007305188,0.001347367,0.005443146
8.3,-0.456824183,-0.064767063,-0.24997583,-0.456824183,-0.064767063,0.150024176,0.129344173,0.146792865,2.317956603,0.171731338,0.003256897,-0.062980206,0.145987397,-0.015979376,-0.002667772,-0.003388968,-0.121286335,0.207212035,0.070641637,0.0059217,0.001101066,0.005122078
8.4,-0.469710767,-0.044866331,-0.241987541,-0.469710767,-0.044866331,0.15801245,0.158418434,0.152232257,2.346297406,0.187358388,0.016308479,-0.053219181,0.21007221,-0.019343359,-0.002990907,-0.003967778,-0.120235724,0.201524901,0.088538611,0.004145144,8.17E-04,0.00475626
8.5,-0.482404858,-0.025499018,-0.231923088,-0.482404858,-0.025499018,0.168076918,0.176472558,0.155958712,2.372352443,0.20304334,0.031643032,-0.046941168,0.247134877,-0.021317013,-0.003193846,-0.004752595,-0.117771004,0.196636019,0.111566971,0.002099504,5.07E-04,0.004321639
8.6,-0.494754821,-0.0065985,-0.2194141,-0.494754821,-0.0065985,0.180585906,0.182383046,0.157864668,2.39567327,0.218679971,0.048676943,-0.045113822,0.254950214,-0.021699196,-0.003263939,-0.005662845,-0.113691535,0.192131989,0.136893282,-6.51E-05,1.83E-04,0.003801551
