Time,X,Y,Z,Rotation 1,Rotation 2,Rotation 3,Elevation
12.8,-0.170574561,-0.086733796,0.004394137,90.18432199,65.5401935,445.606094,0.05822904
12.9,-0.166401073,-0.086590558,0.018089905,89.74927309,62.56162997,445.6065721,0.075526849
13,-0.161151156,-0.086289324,0.029595174,89.39240937,58.74611554,445.6949821,0.090726458
13.1,-0.1551231,-0.085786887,0.038911648,89.15273803,54.13985646,445.8655046,0.103800235
13.2,-0.148624614,-0.085031971,0.046214238,89.05751836,48.79984722,446.1005246,0.114972942
13.3,-0.141929656,-0.083960921,0.051855195,89.11778112,42.79360085,446.373015,0.124676434
13.4,-0.135237336,-0.082498439,0.056339841,89.32586966,36.19912151,446.6512291,0.133460546
13.5,-0.128643245,-0.080566384,0.060273353,89.65573365,29.10507188,446.9047725,0.141877736
13.6,-0.122132286,-0.078100786,0.06428425,90.06623485,21.61081245,447.1107232,0.150366455
13.7,-0.115598097,-0.075072959,0.068936653,90.5069733,13.82608641,447.2583031,0.159159721
13.8,-0.108886287,-0.071508184,0.07464809,90.92572536,5.870080151,447.3509888,0.168240449
13.9,-0.101850115,-0.067494817,0.081630111,91.27607992,-2.130356706,447.4054595,0.177354456
14,-0.094401807,-0.063179322,0.089864708,91.52386552,-10.04332018,447.4474857,0.186078531
14.1,-0.086543165,-0.058746807,0.099121116,91.65114609,-17.73518553,447.5057745,0.193927509
14.2,-0.078366242,-0.054390613,0.109007545,91.6570747,-25.07436893,447.6050991,0.200474627
14.3,-0.070025809,-0.050276916,0.119044736,91.55563956,-31.93515735,447.7604245,0.205455909
14.4,-0.061694447,-0.046510994,0.12874344,91.37097857,-38.2011968,447.9734102,0.208833021
14.5,-0.053515613,-0.043111186,0.137668744,91.13143017,-43.76828933,448.232172,0.210799107
14.6,-0.045568381,-0.039995283,0.145478308,90.86378238,-48.546355,448.5142929,0.211726166
14.7,-0.037851911,-0.036982726,0.151929751,90.58903119,-52.46046662,448.7924524,0.212066994
14.8,-0.030291358,-0.033814199,0.156860709,90.32038619,-55.45114349,449.0412079,0.212236017
14.9,-0.022761667,-0.030187819,0.160152748,90.06391258,-57.47419771,449.2432654,0.212498584
15,-0.015122656,-0.025808094,0.161693513,89.82117449,-58.50043364,449.3937891,0.212896228
15.1,-0.007257272,-0.02044075,0.161351785,89.59299836,-58.51552153,449.5015899,0.213226502
15.2,8.95E-04,-0.013964158,0.158974975,89.38306567,-57.52026051,449.5870493,0.213082562
15.3,0.0093182,-0.006407125,0.154412493,89.20017369,-55.53123088,449.6772146,0.211943134
15.4,0.017913641,0.002036009,0.147560179,89.05841312,-52.58171955,449.7993589,0.209291436
15.5,0.026515298,0.011018964,0.138415292,88.97502334,-48.72264901,449.9745396,0.204735035
15.6,0.034915727,0.020086806,0.127126768,88.96654707,-44.02313735,450.2126195,0.19809903
15.7,0.042899515,0.028743811,0.114025794,89.04409704,-38.57035828,450.5100264,0.189472016
15.8,0.050274394,0.036534373,0.099624842,89.20918954,-32.46846877,450.850484,0.17919608
15.9,0.056893695,0.043120537,0.084580086,89.45111484,-25.83651047,451.2086045,0.16780547
16,0.062667921,0.048338581,0.069621362,89.74687569,-18.80537201,451.5552229,0.155930228
16.1,0.067567296,0.052220762,0.055462271,90.06363938,-11.51407762,451.8631961,0.144188012
16.2,0.071619064,0.054977082,0.042708982,90.36353932,-4.105746238,452.1123683,0.133088314
16.3,0.074902266,0.056942411,0.031786732,90.60956274,3.276392653,452.2925487,0.122968185
16.4,0.0775401,0.058503069,0.022898095,90.77156116,10.49257502,452.4041266,0.11396931
16.5,0.079688206,0.06002086,0.016018234,90.83090868,17.40945381,452.4563844,0.106055372
16.6,0.08151789,0.061770886,0.010923197,90.78304954,23.90234433,452.4642255,0.099059171
16.7,0.083195917,0.063903734,0.007240737,90.63742991,29.85680933,452.4443701,0.092743207
16.8,0.084864743,0.066435762,0.004510674,90.41514823,35.1697437,452.4119062,0.086856691
16.9,0.086627722,0.069264859,0.002242702,90.14486399,39.75019491,452.3781378,0.08117585
17,0.08854229,0.072204866,-3.69E-05,89.85805068,43.52004269,452.3499154,0.075521522
17.1,0.090620928,0.075029291,-0.002753373,89.58454942,46.41475541,452.3302991,0.069755971
17.2,0.092837758,0.077515326,-0.006266879,89.3492494,48.38420631,452.32017,0.063767158
17.3,0.095137335,0.079480156,-0.010865374,89.17025063,49.39351702,452.3197943,0.057451677
17.4,0.097442925,0.08080487,-0.016762778,89.05843361,49.4238738,452.3299508,0.050706427
17.5,0.099663094,0.081444323,-0.024095882,89.01813549,48.47308756,452.3520533,0.043434539
17.6,0.101697147,0.081424266,-0.032917019,89.04825662,46.55592859,452.3873722,0.0355647
17.7,0.10344097,0.080828711,-0.043182638,89.14328505,43.70403091,452.4356206,0.027077063
17.8,0.104794957,0.079781391,-0.054741394,89.29395902,39.96548248,452.4936841,0.018025321
17.9,0.105674669,0.078424312,-0.06732776,89.48738998,35.40409432,452.5549167,0.00854459
18,0.106023468,0.076895922,-0.080567777,89.70708984,30.09839996,452.6095787,-0.001161505
18.1,0.105823956,0.0753107,-0.094001688,89.93321008,24.14049424,452.6464549,-0.010854829
18.2,0.105104178,0.073741585,-0.107124656,90.14349112,17.63470149,452.6552864,-0.020311096
18.3,0.103934139,0.072207294,-0.119441524,90.31510645,10.69606258,452.6294478,-0.029370456
18.4,0.102411047,0.070666455,-0.130527392,90.42742891,3.448596449,452.567976,-0.037976114
18.5,0.100635164,0.069020666,-0.140082285,90.46519303,-3.976755555,452.4764105,-0.046188933
18.6,0.098682739,0.067127474,-0.147968799,90.42144567,-11.44452922,452.3659322,-0.054171827
18.7,0.096584313,0.064822644,-0.154223964,90.29953362,-18.81748535,452.2510143,-0.062145889
18.8,0.094315924,0.061948627,-0.159042984,90.11344512,-25.95962463,452.1460206,-0.07032817
18.9,0.091805995,0.058384705,-0.162738144,89.8862457,-32.73931992,452.0616541,-0.078866656
19,0.088955477,0.054073066,-0.165682733,89.64672463,-39.03235569,452.0022246,-0.087789479
19.1,0.085664362,0.049036257,-0.168252617,89.42492107,-44.7246934,451.96444,-0.096982169
19.2,0.081856474,0.043382958,-0.170777947,89.24729517,-49.71472716,451.9381233,-0.106199655
19.3,0.077496164,0.03730119,-0.173513889,89.13265044,-53.9149998,451.9086989,-0.115110573
19.4,0.072593965,0.0310397,-0.176632807,89.08961342,-57.25332647,451.8608944,-0.123362749
19.5,0.067201398,0.024879452,-0.180234596,89.11618286,-59.67340934,451.7825658,-0.130652984
19.6,0.061397877,0.019098138,-0.18436642,89.2012392,-61.13511764,451.6677571,-0.136783065
19.7,0.05527366,0.013931755,-0.189042389,89.32772064,-61.61461741,451.518094,-0.141687638
19.8,0.04891343,0.009538671,-0.194254413,89.4764002,-61.10443643,451.3422303,-0.145427272
19.9,0.042384397,0.00597252,-0.199969739,89.62953987,-59.61360421,451.1534165,-0.148149548
20,0.035731696,0.003170083,-0.206115469,89.77342464,-57.16781592,450.965921,-0.150029725
20.1,0.028981714,9.59E-04,-0.21255514,89.89944163,-53.80949728,450.7913277,-0.151208073
20.2,0.022151686,-9.16E-04,-0.21906586,90.00357469,-49.59763381,450.6355858,-0.151741674
20.3,0.015261901,-0.002743465,-0.225325972,90.08484028,-44.60717658,450.4978004,-0.151584345
